"corpus","user/it3/oct_GZQS3fc7aPtWJBbZbMEFoQ"
"subcorpus","-"
Item,Frequency (focus),Frequency (reference),Relative frequency (focus),Relative frequency (reference),Score
"CK",2,65385,12.82240,1.06169,6.704
"three-wheeled",1,6534,6.41120,0.10610,6.700
"framework",55,3192381,352.61609,51.83615,6.693
"accountability",15,832688,96.16802,13.52074,6.692
"VRF",1,6747,6.41120,0.10955,6.679
"sub-segment",1,6849,6.41120,0.11121,6.669
"economy-wide",1,6887,6.41120,0.11183,6.666
"year-by-year",1,6964,6.41120,0.11308,6.658
"divestment",2,66383,12.82240,1.07789,6.652
"region-specific",1,7296,6.41120,0.11847,6.626
"UE",2,66951,12.82240,1.08711,6.623
"risk-management",1,7378,6.41120,0.11980,6.618
"Different",2,67285,12.82240,1.09254,6.606
"refer",122,7242333,782.16663,117.59707,6.604
"regional",55,3238582,352.61609,52.58634,6.599
"Esquivel",1,7596,6.41120,0.12334,6.597
"instrument",51,3001107,326.97128,48.73035,6.595
"Enabler",1,7654,6.41120,0.12428,6.592
"mea",2,67574,12.82240,1.09723,6.591
"non-exhaustive",1,7671,6.41120,0.12456,6.590
"GY",1,7672,6.41120,0.12457,6.590
"non-statutory",1,7796,6.41120,0.12659,6.578
"distance",75,4451555,480.84012,72.28193,6.575
"threshold",17,970147,108.99043,15.75272,6.566
"capita",5,248955,32.05601,4.04240,6.556
"acknowledgement",5,249261,32.05601,4.04736,6.549
"interannual",1,8282,6.41120,0.13448,6.533
"repo",3,129226,19.23360,2.09830,6.531
"Pixabay",1,8386,6.41120,0.13617,6.523
"loan-to-value",1,8399,6.41120,0.13638,6.522
"unconditionally",2,69084,12.82240,1.12175,6.515
"handbook",10,554175,64.11201,8.99839,6.512
"four-wheeler",1,8586,6.41120,0.13941,6.504
"UN",28,1651900,179.51364,26.82266,6.488
"Timeshare",1,8844,6.41120,0.14360,6.481
"climate-friendly",1,8865,6.41120,0.14395,6.479
"controlling",4,192386,25.64481,3.12386,6.461
"kiloton",1,9147,6.41120,0.14852,6.453
"BREEAM",1,9209,6.41120,0.14953,6.447
"break-down",1,9264,6.41120,0.15042,6.442
"overestimation",1,9267,6.41120,0.15047,6.442
"informed",9,501279,57.70081,8.13950,6.423
"closed-end",1,9590,6.41120,0.15572,6.413
"differ",27,1610955,173.10245,26.15781,6.411
"Floor",4,194399,25.64481,3.15655,6.410
"NDCs",1,9617,6.41120,0.15616,6.410
"relative",53,3213528,339.79370,52.17952,6.408
"crystalize",1,9638,6.41120,0.15650,6.408
"annual",89,5438472,570.59692,88.30695,6.400
"asymmetrically",1,9868,6.41120,0.16023,6.388
"N2",2,71722,12.82240,1.16458,6.386
"decision-making",11,628498,70.52322,10.20521,6.383
"C0",1,9957,6.41120,0.16168,6.380
"Lines",5,258037,32.05601,4.18986,6.369
"workstream",1,10166,6.41120,0.16507,6.361
"project",388,24101174,2487.54614,391.34177,6.343
"Ehlers",1,10555,6.41120,0.17139,6.327
"sub-category",1,10769,6.41120,0.17486,6.308
"WT",2,73473,12.82240,1.19301,6.303
"fluctuate",4,198807,25.64481,3.22812,6.302
"implementable",1,10881,6.41120,0.17668,6.298
"globally",14,825853,89.75682,13.40975,6.298
"recommendation",51,3146090,326.97128,51.08450,6.297
"multilateral",3,136735,19.23360,2.22023,6.283
"EVs",2,73951,12.82240,1.20078,6.281
"boundary",32,1961387,205.15845,31.84794,6.276
"Tur",1,11242,6.41120,0.18254,6.267
"Nations",25,1523600,160.28004,24.73939,6.266
"Vt",3,137468,19.23360,2.23213,6.260
"cover",238,14994672,1525.86597,243.47536,6.245
"Motorhome",1,11546,6.41120,0.18748,6.241
"footprint",11,645185,70.52322,10.47616,6.232
"allowable",3,138359,19.23360,2.24660,6.232
"double",77,4835942,493.66254,78.52340,6.220
"appropriate",81,5091070,519.30731,82.66603,6.219
"diverge",3,138947,19.23360,2.25615,6.214
"BL",2,75734,12.82240,1.22973,6.199
"liquidity",6,330932,38.46721,5.37349,6.192
"class",223,14197939,1429.69800,230.53844,6.179
"developed",5,268149,32.05601,4.35406,6.174
"energy-efficiency",1,12361,6.41120,0.20071,6.172
"decommission",3,140643,19.23360,2.28368,6.162
"Electricity",3,141161,19.23360,2.29210,6.146
"voluntary",14,848067,89.75682,13.77045,6.144
"account",169,10819913,1083.49304,175.68787,6.138
"Ev",6,334418,38.46721,5.43010,6.138
"Revenue",6,336643,38.46721,5.46623,6.104
"SNCF",1,13253,6.41120,0.21520,6.099
"po",8,467912,51.28961,7.59770,6.082
"xlsx",1,13543,6.41120,0.21990,6.075
"H",28,1768507,179.51364,28.71606,6.075
"Transport",10,599933,64.11201,9.74139,6.062
"Tables",3,144032,19.23360,2.33871,6.060
"Scopes",1,13805,6.41120,0.22416,6.054
"Cement",2,79075,12.82240,1.28398,6.052
"megaton",1,13844,6.41120,0.22479,6.051
"ies",1,14174,6.41120,0.23015,6.025
"gc",1,14269,6.41120,0.23169,6.017
"stratify",2,80253,12.82240,1.30310,6.002
"WN",1,14551,6.41120,0.23627,5.995
"roadmap",5,278269,32.05601,4.51838,5.990
"fiscal",20,1268115,128.22403,20.59096,5.985
"A2",3,146850,19.23360,2.38447,5.978
"risk-adjust",1,14905,6.41120,0.24202,5.967
"sub-continent",1,15390,6.41120,0.24989,5.929
"apply",181,12027205,1160.42749,195.29123,5.917
"petrochemical",2,82447,12.82240,1.33873,5.910
"unfeasible",1,15647,6.41120,0.25407,5.910
"measurable",4,216092,25.64481,3.50878,5.910
"seniority",2,82714,12.82240,1.34307,5.899
"robust",18,1158672,115.40163,18.81389,5.875
"systematically",5,285295,32.05601,4.63246,5.869
"UAV",2,83809,12.82240,1.36085,5.855
"conform",8,489480,51.28961,7.94791,5.844
"tailored",3,151734,19.23360,2.46377,5.841
"generate",79,5295369,506.48492,85.98333,5.834
"outboard",2,84356,12.82240,1.36973,5.833
"anonymized",1,16897,6.41120,0.27436,5.816
"energy-related",1,16941,6.41120,0.27508,5.812
"Recognition",3,152936,19.23360,2.48329,5.809
"recourse",3,153075,19.23360,2.48555,5.805
"IMF",5,289910,32.05601,4.70740,5.792
"covered",3,153586,19.23360,2.49385,5.791
"intermediary",4,222803,25.64481,3.61775,5.770
"qualitative",8,496596,51.28961,8.06346,5.769
"tradable",1,17530,6.41120,0.28464,5.769
"VA",12,770746,76.93442,12.51496,5.767
"imported",1,17641,6.41120,0.28644,5.761
"government-backed",1,17761,6.41120,0.28839,5.752
"USI",1,17818,6.41120,0.28932,5.748
"consequential",2,86538,12.82240,1.40516,5.747
"overstatement",1,17839,6.41120,0.28966,5.747
"breakdown",11,705976,70.52322,11.46325,5.739
"method",165,11330826,1057.84827,183.98381,5.724
"co-operation",4,225169,25.64481,3.65617,5.722
"solicitation",3,156341,19.23360,2.53858,5.718
"unrated",1,18286,6.41120,0.29692,5.714
"constellation",5,294666,32.05601,4.78463,5.714
"F",34,2298710,217.98085,37.32521,5.714
"life-time",1,18313,6.41120,0.29736,5.713
"Economic",18,1194344,115.40163,19.39311,5.708
"measurement",35,2372073,224.39206,38.51643,5.704
"independently",12,781553,76.93442,12.69043,5.693
"bilaterally",1,18632,6.41120,0.30254,5.690
"percentage",31,2103507,198.74725,34.15561,5.682
"diligence",5,296722,32.05601,4.81801,5.682
"fossil-fuel",1,18996,6.41120,0.30845,5.664
"co-create",1,19082,6.41120,0.30984,5.658
"versus",21,1421603,134.63524,23.08322,5.632
"prioritizing",2,89999,12.82240,1.46135,5.616
"catastrophe",5,301068,32.05601,4.88858,5.614
"v",18,1215580,115.40163,19.73793,5.613
"inherent",10,654073,64.11201,10.62048,5.603
"inconsistently",1,19879,6.41120,0.32278,5.603
"residual",6,372446,38.46721,6.04758,5.600
"identifier",6,372622,38.46721,6.05043,5.598
"Neel",1,19999,6.41120,0.32473,5.594
"Eq",3,161328,19.23360,2.61956,5.590
"per",212,14925345,1359.17480,242.34964,5.589
"phase-out",1,20092,6.41120,0.32624,5.588
"nature-based",1,20103,6.41120,0.32642,5.587
"depreciation",3,161850,19.23360,2.62803,5.577
"Sample",4,232712,25.64481,3.77865,5.576
"cross-check",1,20357,6.41120,0.33055,5.570
"invest",45,3141028,288.50409,51.00231,5.567
"OCI",1,20479,6.41120,0.33253,5.562
"uncorrected",1,20552,6.41120,0.33371,5.557
"consideration",40,2800160,256.44806,45.46748,5.540
"P",46,3229803,294.91528,52.44379,5.537
"purpose",116,8246907,743.69940,133.90880,5.520
"Telematic",1,21198,6.41120,0.34420,5.513
"segment",34,2384808,217.98085,38.72322,5.513
"available",295,21082197,1891.30444,342.32126,5.512
"decarbonise",1,21489,6.41120,0.34893,5.494
"defect",13,884551,83.34562,14.36286,5.490
"chain",49,3480610,314.14890,56.51625,5.479
"homeowner",9,598365,57.70081,9.71593,5.478
"deter",5,310648,32.05601,5.04413,5.469
"deduct",4,238731,25.64481,3.87638,5.464
"Treaties",1,22024,6.41120,0.35761,5.459
"removed",1,22181,6.41120,0.36016,5.449
"single-family",2,94890,12.82240,1.54077,5.440
"This",7,458384,44.87841,7.44299,5.434
"deem",17,1185112,108.99043,19.24321,5.433
"ECI",1,22456,6.41120,0.36463,5.431
"fleet",17,1189310,108.99043,19.31137,5.415
"outline",30,2140433,192.33604,34.75519,5.407
"retire",32,2288455,205.15845,37.15869,5.403
"multiyear",1,22944,6.41120,0.37255,5.400
"RMI",1,22983,6.41120,0.37319,5.397
"og",2,96399,12.82240,1.56527,5.388
"inflation",16,1122290,102.57922,18.22313,5.388
"generalize",5,316668,32.05601,5.14188,5.382
"predefined",2,97113,12.82240,1.57687,5.364
"L4",1,23587,6.41120,0.38299,5.359
"va",1,23665,6.41120,0.38426,5.354
"Securities",5,318745,32.05601,5.17561,5.353
"carrier",23,1646538,147.45764,26.73559,5.353
"prioritized",2,97643,12.82240,1.58547,5.346
"anti-trust",1,23818,6.41120,0.38674,5.344
"Greening",1,23876,6.41120,0.38769,5.341
"Oil",12,838421,76.93442,13.61382,5.333
"iii",6,394296,38.46721,6.40236,5.332
"multi-party",1,24076,6.41120,0.39093,5.328
"EBT",1,24155,6.41120,0.39222,5.323
"Institution",5,321795,32.05601,5.22513,5.310
"LTV",1,24408,6.41120,0.39632,5.308
"source",202,14983664,1295.06274,243.29662,5.305
"pg",4,248132,25.64481,4.02903,5.298
"Magda",1,24591,6.41120,0.39930,5.296
"PR",10,697007,64.11201,11.31762,5.286
"all-terrain",1,24803,6.41120,0.40274,5.283
"continental",5,323960,32.05601,5.26029,5.280
"rice",18,1300662,115.40163,21.11944,5.262
"Analytic",1,25290,6.41120,0.41065,5.254
"investing",4,251360,25.64481,4.08145,5.244
"organizational",12,855730,76.93442,13.89488,5.232
"ca",20,1461418,128.22403,23.72971,5.225
"dilute",4,253012,25.64481,4.10827,5.216
"occupant",5,328749,32.05601,5.33805,5.215
"sub-contractor",1,26485,6.41120,0.43005,5.182
"top-level",2,103093,12.82240,1.67397,5.169
"ent",1,26747,6.41120,0.43430,5.167
"Investment",9,638120,57.70081,10.36145,5.167
"associated",5,334901,32.05601,5.43794,5.135
"Test",9,642993,57.70081,10.44057,5.131
"iterative",2,104842,12.82240,1.70237,5.115
"industry-specific",1,27700,6.41120,0.44978,5.112
"downloadable",3,182723,19.23360,2.96696,5.101
"assess",39,2974587,250.03687,48.29973,5.092
"Andorra",1,28137,6.41120,0.45687,5.087
"contractually",1,28226,6.41120,0.45832,5.082
"tenet",3,183794,19.23360,2.98435,5.078
"UST",1,28312,6.41120,0.45971,5.077
"systemically",1,28661,6.41120,0.46538,5.058
"renewable",16,1199750,102.57922,19.48089,5.057
"mope",1,28690,6.41120,0.46585,5.056
"indemnity",2,106844,12.82240,1.73487,5.054
"collate",2,107039,12.82240,1.73804,5.048
"C7",1,29141,6.41120,0.47318,5.031
"maturity",7,501208,44.87841,8.13834,5.020
"geography",9,658822,57.70081,10.69759,5.018
"base",312,24522769,2000.29492,398.18741,5.013
"verification",8,581416,51.28961,9.44072,5.008
"UA",2,108454,12.82240,1.76102,5.006
"remoteness",1,29823,6.41120,0.48425,4.993
"building",148,11668495,948.85785,189.46669,4.987
"Panel",6,427364,38.46721,6.93930,4.971
"Gr",3,189270,19.23360,3.07326,4.967
"HSBC",2,109809,12.82240,1.78302,4.967
"extraction",8,586833,51.28961,9.52868,4.966
"lock-in",1,30398,6.41120,0.49359,4.962
"Worldwide",4,269200,25.64481,4.37112,4.961
"Harder",1,30461,6.41120,0.49461,4.959
"line",267,21254446,1711.79089,345.11816,4.949
"misperception",1,30844,6.41120,0.50083,4.938
"Agriculture",11,830754,70.52322,13.48933,4.936
"Production",6,430994,38.46721,6.99825,4.934
"heating",12,912904,76.93442,14.82324,4.925
"example",247,19766311,1583.56677,320.95465,4.922
"favorably",2,111692,12.82240,1.81359,4.913
"concretely",1,31362,6.41120,0.50924,4.911
"geographical",7,514745,44.87841,8.35815,4.903
"derivative",8,595582,51.28961,9.67074,4.900
"analogous",3,193172,19.23360,3.13662,4.891
"database",49,3906657,314.14890,63.43418,4.891
"A3",2,112490,12.82240,1.82655,4.890
"market",231,18616946,1480.98755,302.29187,4.886
"Statistical",3,193682,19.23360,3.14490,4.882
"inconsistent",6,436597,38.46721,7.08922,4.879
"resulting",1,32100,6.41120,0.52122,4.872
"transition",34,2707077,217.98085,43.95605,4.871
"Estate",11,842744,70.52322,13.68402,4.871
"Su",4,275734,25.64481,4.47722,4.865
"bioenergy",1,32283,6.41120,0.52419,4.862
"wrecker",1,32338,6.41120,0.52509,4.860
"holding",14,1094660,89.75682,17.77449,4.834
"Summary",4,278254,25.64481,4.51814,4.829
"BEA",1,33090,6.41120,0.53730,4.821
"mandatory",12,934692,76.93442,15.17702,4.818
"reforestation",1,33445,6.41120,0.54306,4.803
"impractical",2,116086,12.82240,1.88494,4.791
"equator",2,116111,12.82240,1.88535,4.791
"Brokers",1,33698,6.41120,0.54717,4.790
"leu",1,33766,6.41120,0.54827,4.787
"structural",16,1272057,102.57922,20.65497,4.783
"m2",4,281918,25.64481,4.57763,4.777
"end-user",3,199628,19.23360,3.24145,4.770
"reasoning",10,779246,64.11201,12.65297,4.769
"monetary",9,697343,57.70081,11.32308,4.763
"unknown",29,2355390,185.92485,38.24554,4.763
"external",33,2689817,211.56966,43.67579,4.758
"U",21,1694064,134.63524,27.50729,4.758
"gas",65,5345733,416.72812,86.80112,4.758
"boilerplate",1,34477,6.41120,0.55982,4.751
"managed",3,200694,19.23360,3.25876,4.751
"artsy",1,34991,6.41120,0.56816,4.726
"subparagraph",1,35113,6.41120,0.57015,4.720
"Company",35,2881579,224.39206,46.78952,4.716
"adj",1,35194,6.41120,0.57146,4.716
"namely",13,1039888,83.34562,16.88514,4.716
"passenger",29,2383223,185.92485,38.69748,4.709
"f",23,1882326,147.45764,30.56419,4.703
"borrowing",4,287616,25.64481,4.67015,4.699
"type",223,18689922,1429.69800,303.47681,4.699
"project-based",1,35571,6.41120,0.57758,4.698
"plausibility",1,35572,6.41120,0.57760,4.698
"Equatorial",1,35817,6.41120,0.58158,4.686
"quantitative",8,628046,51.28961,10.19787,4.670
"domestically",2,120896,12.82240,1.96304,4.665
"changing",2,121160,12.82240,1.96733,4.658
"MARKET",1,36403,6.41120,0.59109,4.658
"Low",8,630382,51.28961,10.23580,4.654
"holistically",1,36676,6.41120,0.59553,4.645
"LEDs",2,121783,12.82240,1.97745,4.642
"cost-efficient",1,36999,6.41120,0.60077,4.630
"chapter",44,3707234,282.09286,60.19605,4.626
"self-contained",2,122613,12.82240,1.99092,4.621
"EUR",4,293759,25.64481,4.76990,4.618
"notional",1,37273,6.41120,0.60522,4.617
"Initiative",9,722125,57.70081,11.72547,4.613
"refine",7,551323,44.87841,8.95208,4.610
"Ya",6,466445,38.46721,7.57388,4.603
"rickshaw",1,37648,6.41120,0.61131,4.599
"committed",4,295191,25.64481,4.79315,4.599
"Loa",1,37726,6.41120,0.61257,4.596
"Auto",6,467938,38.46721,7.59812,4.590
"Q4",2,123952,12.82240,2.01267,4.588
"Nir",1,37969,6.41120,0.61652,4.585
"Products",10,813980,64.11201,13.21697,4.580
"Fuel",2,124769,12.82240,2.02593,4.568
"express",57,4892418,365.43851,79.44043,4.555
"misalignment",1,38647,6.41120,0.62753,4.554
"decoupling",1,38684,6.41120,0.62813,4.552
"differentiator",1,38957,6.41120,0.63256,4.540
"signed",1,39032,6.41120,0.63378,4.536
"recommend",74,6420430,474.42892,104.25146,4.517
"Mer",1,39936,6.41120,0.64846,4.496
"pre-determined",1,39961,6.41120,0.64887,4.495
"Dataset",1,40321,6.41120,0.65471,4.479
"residential",22,1892732,141.04643,30.73315,4.476
"real-world",5,393227,32.05601,6.38501,4.476
"CT",8,658089,51.28961,10.68569,4.475
"Pricing",1,40616,6.41120,0.65950,4.466
"greening",1,40690,6.41120,0.66070,4.463
"broaden",5,395022,32.05601,6.41415,4.459
"annually",12,1016338,76.93442,16.50274,4.453
"occur",83,7315148,532.12976,118.77940,4.451
"collect",61,5363780,391.08331,87.09415,4.451
"grid",18,1549963,115.40163,25.16746,4.448
"tricycle",1,41150,6.41120,0.66817,4.443
"Edgar",4,308170,25.64481,5.00390,4.438
"MMT",1,41298,6.41120,0.67057,4.436
"crystallization",1,42240,6.41120,0.68587,4.396
"pre-defined",1,42467,6.41120,0.68956,4.386
"overlap",7,586066,44.87841,9.51622,4.363
"system-wide",1,43140,6.41120,0.70048,4.358
"steam",18,1584379,115.40163,25.72629,4.355
"EPA",9,768982,57.70081,12.48631,4.353
"lease",16,1404908,102.57922,22.81213,4.350
"separate",64,5803747,410.31689,94.23809,4.319
"Comprehensive",3,227147,19.23360,3.68829,4.316
"significance",14,1236030,89.75682,20.06998,4.307
"appendix",3,228001,19.23360,3.70216,4.303
"performance-based",1,45360,6.41120,0.73653,4.268
"arbitrage",1,45444,6.41120,0.73790,4.264
"Leone",3,230664,19.23360,3.74540,4.264
"Database",5,416662,32.05601,6.76553,4.257
"A1",3,231235,19.23360,3.75467,4.256
"obligatory",2,138803,12.82240,2.25381,4.248
"Below",2,139163,12.82240,2.25965,4.240
"applicability",2,140160,12.82240,2.27584,4.219
"unspecified",2,140291,12.82240,2.27797,4.217
"odometer",1,46717,6.41120,0.75857,4.214
"gen",2,140473,12.82240,2.28092,4.213
"accompanying",4,328590,25.64481,5.33547,4.206
"Leasing",1,46944,6.41120,0.76225,4.206
"impactful",2,140931,12.82240,2.28836,4.203
"s",32,2968389,205.15845,48.19909,4.190
"OJ",1,47482,6.41120,0.77099,4.185
"Technical",9,804200,57.70081,13.05816,4.176
"misinterpretation",1,47753,6.41120,0.77539,4.174
"A4",2,142360,12.82240,2.31156,4.174
"unfunded",1,48255,6.41120,0.78354,4.155
"assurance",7,618539,44.87841,10.04350,4.154
"Accounts",2,143650,12.82240,2.33251,4.148
"alternative",49,4618268,314.14890,74.98893,4.147
"reliant",2,143700,12.82240,2.33332,4.147
"illustrate",23,2145743,147.45764,34.84141,4.142
"count",52,4912887,333.38248,79.77279,4.140
"up-front",1,48942,6.41120,0.79469,4.130
"business",278,26590928,1782.31409,431.76907,4.121
"synthetic",8,720330,51.28961,11.69633,4.118
"ser",1,49390,6.41120,0.80197,4.113
"Transportation",9,818042,57.70081,13.28292,4.110
"dummy",3,241812,19.23360,3.92641,4.107
"life-cycle",1,49738,6.41120,0.80762,4.100
"extrapolation",1,49853,6.41120,0.80949,4.096
"TBD",1,49907,6.41120,0.81036,4.094
"repackage",1,49943,6.41120,0.81095,4.092
"CPI",2,146429,12.82240,2.37763,4.092
"Cons",1,50187,6.41120,0.81491,4.084
"communicable",1,50226,6.41120,0.81554,4.082
"depend",64,6151891,410.31689,99.89107,4.077
"L3",1,50601,6.41120,0.82163,4.068
"EC",4,342288,25.64481,5.55789,4.063
"standard",119,11522335,762.93298,187.09341,4.061
"property",121,11722873,775.75537,190.34966,4.059
"permanence",1,50854,6.41120,0.82574,4.059
"directly",65,6278987,416.72812,101.95478,4.057
"di",7,636193,44.87841,10.33016,4.049
"regulator",10,929709,64.11201,15.09611,4.045
"distinct",16,1518048,102.57922,24.64924,4.038
"output",40,3867822,256.44806,62.80359,4.035
"minibus",1,51645,6.41120,0.83858,4.031
"accurate",25,2404340,160.28004,39.04037,4.028
"indemnify",1,51744,6.41120,0.84019,4.027
"Product",7,640523,44.87841,10.40046,4.024
"regulatory",16,1524298,102.57922,24.75072,4.022
"province",19,1820087,121.81283,29.55359,4.020
"Coverage",2,150206,12.82240,2.43896,4.019
"antitrust",2,150256,12.82240,2.43978,4.018
"solely",10,939178,64.11201,15.24986,4.007
"nationally",7,645257,44.87841,10.47733,3.997
"fallback",1,52843,6.41120,0.85804,3.989
"SVP",1,52965,6.41120,0.86002,3.984
"Organization",11,1044592,70.52322,16.96152,3.982
"increasing",1,53129,6.41120,0.86268,3.979
"Drivers",2,152465,12.82240,2.47564,3.977
"sustainable",28,2735408,179.51364,44.41607,3.975
"apportion",1,53371,6.41120,0.86661,3.970
"overdraft",1,53413,6.41120,0.86729,3.969
"variability",4,352411,25.64481,5.72226,3.964
"deconstruction",1,53739,6.41120,0.87258,3.958
"Monetary",2,153508,12.82240,2.49258,3.958
"carriage",5,452872,32.05601,7.35349,3.957
"divergence",2,153542,12.82240,2.49313,3.957
"accrue",3,253848,19.23360,4.12185,3.950
"OP",3,254493,19.23360,4.13232,3.942
"Pool",3,254769,19.23360,4.13680,3.939
"inconsequential",1,54493,6.41120,0.88483,3.932
"ton",21,2063087,134.63524,33.49929,3.932
"retrospectively",1,54514,6.41120,0.88517,3.931
"problematic",6,557612,38.46721,9.05420,3.925
"en",11,1060587,70.52322,17.22124,3.925
"currency",16,1566869,102.57922,25.44197,3.917
"suitable",23,2273771,147.45764,36.92026,3.915
"timeliness",1,55206,6.41120,0.89641,3.908
"OTA",1,55439,6.41120,0.90019,3.900
"N1",1,56110,6.41120,0.91108,3.878
"Clean",5,463747,32.05601,7.53007,3.875
"unreasonably",1,56315,6.41120,0.91441,3.871
"usability",3,260940,19.23360,4.23700,3.864
"region",96,9777203,615.47534,158.75691,3.859
"valuation",6,568972,38.46721,9.23866,3.855
"Construction",6,569267,38.46721,9.24345,3.853
"ii",7,672685,44.87841,10.92269,3.848
"explicitly",8,775556,51.28961,12.59306,3.847
"Lead",6,570963,38.46721,9.27099,3.843
"V2",2,160118,12.82240,2.59991,3.840
"inclusion",14,1395228,89.75682,22.65495,3.837
"recoverable",1,57770,6.41120,0.93804,3.824
"Agreement",6,574044,38.46721,9.32101,3.824
"XT",1,58101,6.41120,0.94341,3.813
"reconcile",4,368925,25.64481,5.99040,3.812
"indices",3,265404,19.23360,4.30949,3.811
"Changes",3,266093,19.23360,4.32067,3.803
"consolidate",5,474575,32.05601,7.70589,3.797
"warming",9,893045,57.70081,14.50078,3.787
"syndicate",2,163740,12.82240,2.65872,3.778
"VS",2,164756,12.82240,2.67522,3.761
"Activity",2,165068,12.82240,2.68028,3.756
"should",453,47648988,2904.27441,773.69843,3.750
"generalise",1,60831,6.41120,0.98774,3.728
"correspondingly",1,61065,6.41120,0.99154,3.721
"description",61,6450125,391.08331,104.73363,3.708
"multi-level",1,61759,6.41120,1.00281,3.700
"Cyber",3,276073,19.23360,4.48272,3.690
"three-way",1,62188,6.41120,1.00977,3.688
"pdf",7,705460,44.87841,11.45488,3.684
"Impact",4,384125,25.64481,6.23721,3.682
"correction",11,1136887,70.52322,18.46015,3.675
"duplication",2,170093,12.82240,2.76188,3.674
"err",3,277757,19.23360,4.51007,3.672
"determine",80,8566042,512.89612,139.09073,3.668
"required",8,817051,51.28961,13.26683,3.665
"policymaker",3,278531,19.23360,4.52264,3.664
"logic",15,1572653,96.16802,25.53588,3.662
"interdependence",1,63421,6.41120,1.02980,3.651
"diversification",2,171635,12.82240,2.78692,3.650
"fine-tune",1,63464,6.41120,1.03049,3.650
"excess",13,1362999,83.34562,22.13164,3.646
"land-based",1,63699,6.41120,1.03431,3.643
"prescriptive",1,64394,6.41120,1.04559,3.623
"ot",3,282468,19.23360,4.58656,3.622
"basis",49,5303026,314.14890,86.10765,3.618
"contract",62,6728169,397.49451,109.24836,3.615
"overview",15,1594020,96.16802,25.88283,3.615
"consultancy",3,283371,19.23360,4.60122,3.612
"incompatibility",1,64805,6.41120,1.05227,3.611
"obtain",51,5533709,326.97128,89.85336,3.610
"p",14,1488446,89.75682,24.16858,3.606
"Country",10,1050471,64.11201,17.05698,3.606
"equalize",1,65266,6.41120,1.05975,3.598
"guarantor",1,65347,6.41120,1.06107,3.596
"subsection",4,395354,25.64481,6.41954,3.591
"vary",30,3267577,192.33604,53.05714,3.577
"mandate",13,1394638,83.34562,22.64538,3.567
